material_id,match_status,formula,mp_e_above_hull,alex_e_above_hull,mp_stable_exact,alex_stable_exact,structure_match
mp-1000,strict_structure_match,BaTe,0.0,0.0,True,True,True
mp-10000,strict_structure_match,Hf2S,0.0,0.0,True,True,True
mp-10003,strict_structure_match,Nb4CoSi,0.012775998749997,0.0286554658333351,False,False,True
mp-10004,strict_structure_match,Mo3P,0.0,0.0,True,True,True
mp-1000528,missing_mp_record,Er(CuGe)2,,0.0,,True,False
mp-1000587,missing_mp_record,Ta5As4,,0.0,,True,False
mp-1000607,missing_mp_record,Tm(SiRh)2,,0.0,,True,False
mp-1000839,missing_mp_record,MoP,,0.0,,True,False
mp-10009,strict_structure_match,GaTe,0.004359849583334001,0.006258415,False,False,True
mp-1001,strict_structure_match,BaN2,0.0,0.0,True,True,True
mp-10010,strict_structure_match,Al(CoSi)2,0.015228510000012001,0.0,False,True,True
mp-1001012,strict_structure_match,Sc2ZnS4,0.009632063214286,0.0092860403571419,False,False,True
mp-1001015,strict_structure_match,Y2ZnS4,0.047406897244899,0.0457952016666665,False,False,True
mp-1001016,strict_structure_match,Sc2ZnSe4,0.019004453928572,0.0193959778571422,False,False,True
mp-1001017,strict_structure_match,Zn(InSe2)2,0.05922681285714201,0.0592268128571427,False,False,True
mp-1001019,strict_structure_match,Mg(ScSe2)2,0.003288914642856,0.0036804385714273,False,False,True
mp-1001021,strict_structure_match,Y2ZnSe4,0.04873350357142801,0.0487335035714284,False,False,True
mp-1001022,strict_structure_match,Cu2PPd2,0.0044322958181810005,0.0044318350000001,False,False,True
mp-1001024,strict_structure_match,Y2MgS4,0.0030399257142930004,0.0014960495238049,False,False,True
mp-1001034,strict_structure_match,Mg(InSe2)2,0.035784261785716004,0.0357842617857149,False,False,True
mp-1001080,strict_structure_match,H2CO3,0.004742672083333,0.005291064583333,False,False,True
mp-10014,strict_structure_match,TaS2,0.0,0.0,True,True,True
mp-10015,strict_structure_match,SiOs,0.027129491249997,0.0394055745833323,False,False,True
mp-1001571,strict_structure_match,CaFeO3,0.052147251500000005,0.0521472515000001,False,False,True
mp-1001581,strict_structure_match,LiC6,0.0004901294805170001,0.0,False,True,True
mp-1001600,strict_structure_match,HfB12,0.056437771153838,0.0415730637179478,False,False,True
mp-1001603,strict_structure_match,LuNiC2,0.0,0.0,True,True,True
mp-1001604,strict_structure_match,LuTlS2,0.0,0.0,True,True,True
mp-1001606,strict_structure_match,LuFeC2,0.0,0.0,True,True,True
mp-1001611,strict_structure_match,LuTlSe2,0.0,0.0,True,True,True
mp-1001612,strict_structure_match,LuSi,0.0,0.0,True,True,True
mp-1001613,strict_structure_match,LuGa,0.0,0.0,True,True,True
mp-1001614,strict_structure_match,LuCoC2,0.0,0.0,True,True,True
mp-1001615,strict_structure_match,LiZrSe2,0.0,2.8549999999683e-06,True,False,True
mp-1001765,missing_mp_record,Ag3Pt,,0.0318739591666665,,False,False
mp-1001780,strict_structure_match,LuCuS2,0.0,0.0,True,True,True
mp-1001783,strict_structure_match,LiSnS2,0.061395118906249005,0.0732138028125,False,False,True
mp-1001784,strict_structure_match,LiTiS2,0.0032458749999990004,0.0180941050000003,False,False,True
mp-1001786,strict_structure_match,LiScS2,0.0,0.0,True,True,True
mp-1001787,strict_structure_match,LiRh3,0.0,0.0,True,True,True
mp-1001833,strict_structure_match,InBi,0.0,0.0259400624999996,True,False,True
mp-1001835,strict_structure_match,LiB,0.0,0.0063941525000004,True,False,True
mp-1001836,strict_structure_match,MnGa,0.0,0.0,True,True,True
mp-1001989,missing_mp_record,Sm(SiOs)2,,0.0,,True,False
mp-1002063,strict_structure_match,SnS2,0.076658843333333,0.0650476666666675,False,False,True
mp-10021,strict_structure_match,Ga,0.08339199499999901,0.0158072325000002,False,False,True
mp-1002104,strict_structure_match,LaPt,0.0,0.0,True,True,True
mp-1002106,strict_structure_match,HfPd,0.103404907499999,0.0609042625000011,False,False,True
mp-1002107,strict_structure_match,LaRh,0.0,0.0289058224999996,True,False,True
mp-1002109,strict_structure_match,VCo,0.0,0.0979241560416657,True,False,True
mp-1002114,strict_structure_match,VH,0.013288825,0.0311609424999996,False,False,True
mp-1002115,strict_structure_match,LaPd,0.0,0.0,True,True,True
mp-1002122,strict_structure_match,HfIr,0.042428189999998006,0.0905904487499977,False,False,True
mp-1002123,strict_structure_match,KZrS2,0.0,0.0107850187499991,True,False,True
mp-1002133,strict_structure_match,LaGa,0.0,0.0,True,True,True
mp-1002136,strict_structure_match,LaAu,0.0,0.0,True,True,True
mp-10025,strict_structure_match,SiRu2,0.036985155833331,0.0277274466666668,False,False,True
mp-1002568,strict_structure_match,MgMn2O4,0.071549737857137,0.0715497378571443,False,False,True
mp-1002570,strict_structure_match,KMnO2,0.028029100416667,0.0280291004166679,False,False,True
mp-1002572,strict_structure_match,LiMnO2,0.042556031874999005,0.0425560318749997,False,False,True
mp-1002573,strict_structure_match,MnHO2,0.012777187421873,0.0128068514843588,False,False,True
mp-1002574,strict_structure_match,KMnO2,0.093602645416667,0.0936026454166674,False,False,True
mp-10026,strict_structure_match,ScTe,0.0,0.0,True,True,True
mp-1002647,missing_mp_record,Sr2SnHg,,0.0,,True,False
mp-1002705,missing_mp_record,TbMgCd2,,0.0,,True,False
mp-10032,strict_structure_match,Ge2Os,0.0,0.0,True,True,True
mp-10033,strict_structure_match,NbS2,0.0,0.0,True,True,True
mp-1003311,strict_structure_match,CaMn2O4,0.083968494999998,0.0393498989285721,False,False,True
mp-1003312,strict_structure_match,KMn4O8,0.006818451410256001,0.0068184514102584,False,False,True
mp-1003313,strict_structure_match,Li2Mn3O6,0.044186239090902,0.0409431178787942,False,False,True
mp-1003314,strict_structure_match,KMn2O4,0.000468158571428,0.0,False,True,True
mp-1003316,strict_structure_match,KMn4O8,0.007819124487180001,0.0078191244871801,False,False,True
mp-1003317,strict_structure_match,Mn3HO6,0.03371158980208,0.0237046650937449,False,False,True
mp-1003322,strict_structure_match,CaMnO2,0.043864950624999004,0.0171806693749996,False,False,True
mp-1003368,missing_mp_record,Li2NdIn,,0.0,,True,False
mp-1003402,strict_structure_match,CaMnO2,0.046893344999999004,0.0202090637500003,False,False,True
mp-1003483,strict_structure_match,CaMn4O8,0.028905956842955,0.0269792663942229,False,False,True
mp-1003486,strict_structure_match,CaMnO2,0.051909011249999006,0.0252247299999996,False,False,True
mp-1003592,missing_mp_record,Be2NiPt,,0.0,,True,False
mp-10036,strict_structure_match,Ce3AlC,0.0,0.0,True,True,True
mp-1003637,strict_structure_match,LiMn3O6,0.029378997508326003,0.0206683623750025,False,False,True
mp-10037,strict_structure_match,AlCo3C,0.021354330499999002,0.0213587625000002,False,False,True
mp-1003769,strict_structure_match,Li3Mn4O8,0.064444198000007,0.0587532538888968,False,False,True
mp-1003856,strict_structure_match,MgMnO2,0.041349101875001,0.0146648206250006,False,False,True
mp-10039,strict_structure_match,Pr3AlC,0.054900408666668,0.0549914953333345,False,False,True
mp-1004373,strict_structure_match,LiMnO2,0.017628958124999,0.011029531250001,False,False,True
mp-1004375,strict_structure_match,MgMn4O8,0.042390792996801006,0.0400509206249939,False,False,True
mp-10044,strict_structure_match,BAs,0.080389767499999,0.0802916925000003,False,False,True
mp-10045,strict_structure_match,Ba5As3,0.009240693990385001,0.0092406939903852,False,False,True
mp-1004525,strict_structure_match,SmB12,0.038252772692306,0.0174502603846162,False,False,True
mp-1004528,strict_structure_match,CsB3PbF12,0.0,0.0,True,True,True
mp-10046,strict_structure_match,V2AsC,0.0,0.0,True,True,True
mp-10047,strict_structure_match,Ca5As3,0.0,0.0,True,True,True
mp-1004753,strict_structure_match,PrB12,0.06963110730769001,0.0696311073076918,False,False,True
mp-1004756,strict_structure_match,NdB12,0.07411886807692,0.0497157788461537,False,False,True
mp-1004758,strict_structure_match,Mn3(HO3)2,0.016911048503782,0.0123786267613574,False,False,True
mp-10049,strict_structure_match,MnAsRu,0.0,0.0,True,True,True
mp-1005,strict_structure_match,FeP,0.0,0.0,True,True,True
mp-10051,strict_structure_match,TeAs,0.090813455833334,0.0908134558333335,False,False,True
mp-10052,strict_structure_match,TiAs,0.011023386250000001,0.0107554575000001,False,False,True
mp-10054,strict_structure_match,ZrAs,0.062737618749999,0.06659829125,False,False,True
mp-10055,strict_structure_match,Co2B4Mo,0.012413880000002,0.012864218571428,False,False,True
mp-1005689,strict_structure_match,Sm6GaCo2,0.0,0.0,True,True,True
mp-1005693,strict_structure_match,Sm2InHg,0.0,0.0,True,True,True
mp-10057,strict_structure_match,VCoB3,0.0,0.0,True,True,True
mp-1005752,strict_structure_match,Sm3In,0.011247223749999001,0.0101447662499998,False,False,True
mp-1005753,strict_structure_match,Sm2AlGe6,0.01337301111111,0.0144639684027776,False,False,True
mp-1005755,strict_structure_match,SmGe2Pt,0.0,0.0,True,True,True
mp-1005761,strict_structure_match,SmGd3,0.002222463750001,0.0037759474999994,False,False,True
mp-10058,strict_structure_match,YbCo3B2,0.0,0.0,True,True,True
mp-1005831,strict_structure_match,Tb2Co3Ge5,0.0,0.0,True,True,True
mp-1005895,strict_structure_match,Sm3Gd,0.635473080000004,0.0244251975000002,False,False,True
mp-10059,strict_structure_match,ZrCo3B2,0.051944160000001,0.0119649749999997,False,False,True
mp-1006057,strict_structure_match,LaPrIn2,0.012041219583331,0.0042238905000004,False,False,True
mp-1006068,strict_structure_match,Gd2AgRh,0.013761679999994001,0.0232953899999994,False,False,True
mp-1006118,strict_structure_match,P2S7,0.001651957777777,0.0028504627777774,False,False,True
mp-1006132,strict_structure_match,Hf3Pb,0.031697170000001,0.0274011045833351,False,False,True
mp-1006146,strict_structure_match,Eu(MgBi)2,0.0,0.0,True,True,True
mp-10062,strict_structure_match,Ba2NdNb(CuO4)2,0.004804307678565,0.0046538528571415,False,False,True
mp-1006223,strict_structure_match,GdB12,0.017602166538461,0.0052198003846148,False,False,True
mp-1006242,strict_structure_match,EuInNi5,0.0,0.0,True,True,True
mp-1006246,strict_structure_match,CeSm3,0.077930782500001,0.0779257437499998,False,False,True
mp-1006256,strict_structure_match,CeYTl2,0.0,0.0039507625000005,True,False,True
mp-1006282,strict_structure_match,Nd7Co3,0.064786025249999,0.0203161413749999,False,False,True
mp-10063,strict_structure_match,CdSnSb2,0.0,0.0,True,True,True
mp-1006322,strict_structure_match,Ce(FeB)4,0.0,0.0,True,True,True
mp-1006323,strict_structure_match,CeLu3,0.024845188749999,0.0531174775000007,False,False,True
mp-1006324,strict_structure_match,Ce(YS2)3,0.0,0.0,True,True,True
mp-1006351,strict_structure_match,CeY3,0.07523220999999901,0.0752271712499998,False,False,True
mp-1006352,strict_structure_match,Er2Co3Ge5,0.0,0.0,True,True,True
mp-1006372,strict_structure_match,AgSO4,0.011683758124999001,0.0131206575,False,False,True
mp-1006399,strict_structure_match,CeZnIn,0.0,0.0,True,True,True
mp-10068,strict_structure_match,Ce2MnN3,0.0,0.0,True,True,True
mp-1006885,strict_structure_match,KNdS2,0.0,0.0,True,True,True
mp-1006888,strict_structure_match,KYS2,0.0,0.0,True,True,True
mp-1006891,strict_structure_match,KSmSe2,0.0,0.0,True,True,True
mp-10069,strict_structure_match,Ce(P3Ru)4,0.0,0.0,True,True,True
mp-1007,strict_structure_match,DySb,0.0,0.0,True,True,True
mp-10074,strict_structure_match,GeSe2,0.012493755416668001,0.0119731864583334,False,False,True
mp-10076,strict_structure_match,Hf3(NiGe)4,0.0,0.0,True,True,True
mp-1007636,strict_structure_match,KLuS2,0.0,0.0,True,True,True
mp-1007637,strict_structure_match,KNaH2,0.055387610000000004,0.0554635724999998,False,False,True
mp-1007652,strict_structure_match,InAs,0.007695065000000001,0.0062672425000003,False,False,True
mp-1007656,strict_structure_match,HfPd3,0.014758419999946001,0.0141194093749996,False,False,True
mp-1007661,strict_structure_match,InSb,0.00578149,0.0169120599999996,False,False,True
mp-1007663,strict_structure_match,HoTlTe2,0.0,0.0,True,True,True
mp-1007664,strict_structure_match,InPd3,0.00557642875,0.0057658812499994,False,False,True
mp-1007665,strict_structure_match,HoTlS2,0.0,0.0,True,True,True
mp-1007666,strict_structure_match,HoAu,0.0,0.0,True,True,True
mp-1007691,strict_structure_match,HfPt,0.0,0.0,True,True,True
mp-1007692,strict_structure_match,HfPd,0.0,0.0,True,True,True
mp-1007730,strict_structure_match,HfAl3,0.026835965000000003,0.0232024625000004,False,False,True
mp-1007755,strict_structure_match,HfAu,0.0,0.0,True,True,True
mp-1007758,strict_structure_match,HfCd,0.0,0.0,True,True,True
mp-1007760,strict_structure_match,Ge,0.016676869999999,0.0080238387500006,False,False,True
mp-1007786,strict_structure_match,HfIr,0.0,0.0481622587499988,True,False,True
mp-10078,strict_structure_match,TbTiGe,0.022427913333334003,0.0224279133333338,False,False,True
mp-1007821,strict_structure_match,GaCo2Ni,0.09440847634615301,0.0944084763461541,False,False,True
mp-1007852,strict_structure_match,FeCo3,0.056625132499999,0.0440756700000006,False,False,True
mp-1007853,strict_structure_match,Fe3Ni,0.059104549999999006,0.0591737399999994,False,False,True
mp-1007855,strict_structure_match,FeNi3,0.0170325225,0.017415757500002,False,False,True
mp-1007857,strict_structure_match,Ga,0.12453846500000001,0.0159280925000002,False,False,True
mp-1007862,strict_structure_match,Fe3Ni,0.07637603750000001,0.0764452274999998,False,False,True
mp-1007881,strict_structure_match,FeB,0.0,0.0056426325000016,True,False,True
mp-1007900,strict_structure_match,EuTlS2,0.025886427962962002,0.0221168433796288,False,False,True
mp-1007907,strict_structure_match,ErTlTe2,0.0,0.0,True,True,True
mp-1007908,strict_structure_match,DyTlTe2,0.0,0.0,True,True,True
mp-1007910,strict_structure_match,NaEuS2,0.0,0.0,True,True,True
mp-1007918,strict_structure_match,DyAu,0.0,0.0,True,True,True
mp-1007922,strict_structure_match,CuI,0.058090902500001006,0.0642071450000001,False,False,True
mp-1007923,strict_structure_match,CrNi3,0.0401541225,0.0,False,True,True
mp-1007974,strict_structure_match,CrNi3,0.007950109999999,0.0082715750000001,False,False,True
mp-1007976,strict_structure_match,Cs,0.054916592068963,0.0549200295689655,False,False,True
mp-1008224,strict_structure_match,CrCo2Si,0.018480944374999,0.0184809443750006,False,False,True
mp-1008274,strict_structure_match,Co3W,0.147030472499999,0.0366282274999996,False,False,True
mp-1008279,strict_structure_match,Co3Mo,0.18429039500000102,0.0521968287500005,False,False,True
mp-1008280,strict_structure_match,CrCo3,0.15522828499999902,0.0629424287500004,False,False,True
mp-1008349,strict_structure_match,Co3Ni,0.015651018749998,0.0259728562500001,False,False,True
mp-1008376,strict_structure_match,CeH3,0.049830533203126005,0.0,False,True,True
mp-1008487,strict_structure_match,BW,0.014054896250002,0.0114018725000004,False,False,True
mp-1008488,strict_structure_match,BiPd,0.0,0.0,True,True,True
mp-1008492,strict_structure_match,BrCl,0.0006782575000000001,0.0,False,True,True
mp-1008500,strict_structure_match,BaO,0.018888297499998003,0.0257679574999993,False,False,True
mp-1008501,strict_structure_match,Be,0.050546004999999006,0.0500438649999996,False,False,True
mp-1008505,strict_structure_match,BaPd,0.0055733824999990005,0.0,False,True,True
mp-1008506,strict_structure_match,BaGaSiH,0.0,0.0,True,True,True
mp-1008511,strict_structure_match,BaGaCu2,0.0,0.0,True,True,True
mp-1008528,strict_structure_match,B2AsP,0.06785285975000101,0.0678528597500012,False,False,True
mp-1008530,strict_structure_match,AlVFeCo,0.029393292499996,0.0293932925000008,False,False,True
mp-1008555,strict_structure_match,AlCu3,0.008516517500000001,0.0080029674999932,False,False,True
mp-1008556,strict_structure_match,AlGaN2,0.014647899999999001,0.0156657224999996,False,False,True
mp-1008559,strict_structure_match,BP,0.014076364999999001,0.0113008775,False,False,True
mp-1008561,strict_structure_match,TmTlTe2,0.0,0.0,True,True,True
mp-1008568,strict_structure_match,ZrTi2,0.03777308388889,0.0326264444444444,False,False,True
mp-10086,strict_structure_match,YSF,0.0,0.0,True,True,True
mp-1008601,strict_structure_match,ZrAg2,0.040338308333328,0.0326326927777786,False,False,True
mp-1008617,strict_structure_match,YbAg2,0.0,0.0244626416666666,True,False,True
mp-1008624,strict_structure_match,YBiPd,0.0,0.0,True,True,True
mp-1008626,strict_structure_match,VTe2,0.018488458888882002,0.0,False,True,True
mp-1008632,strict_structure_match,V2C,0.001838804166666,0.018435784166666,False,False,True
mp-1008634,strict_structure_match,Au,0.0021085050000020002,0.0053011,False,False,True
mp-1008680,strict_structure_match,TiGePt,0.0,0.0,True,True,True
mp-10087,strict_structure_match,CeScSi,0.067718821888888,0.0677165824444454,False,False,True
mp-1008728,strict_structure_match,Ni,0.11925923000000001,0.09422802,False,False,True
mp-1008786,strict_structure_match,MgTe,0.06860242499999901,0.065425475,False,False,True
mp-1008858,strict_structure_match,NdBiPd,0.0,0.0,True,True,True
mp-1008865,strict_structure_match,NdCd2,0.0,0.0,True,True,True
mp-1008874,strict_structure_match,MnCoTe,0.035686802916664005,0.0332603688888895,False,False,True
mp-1008881,strict_structure_match,MgNiH,0.038379599189814005,0.0366910665972222,False,False,True
mp-10089,strict_structure_match,Ba5Sb4,0.0,0.0,True,True,True
mp-1008903,strict_structure_match,MgAgSb,0.0,0.0,True,True,True
mp-1009018,strict_structure_match,InAg,0.10658124151786101,0.0794382558333333,False,False,True
mp-1009077,strict_structure_match,FeH,0.0,0.0,True,True,True
mp-1009082,strict_structure_match,MgSnAs2,0.0,0.0,True,True,True
mp-1009083,strict_structure_match,MgSnP2,0.010045734249999001,0.0100457342499993,False,False,True
mp-1009084,strict_structure_match,BeSnAs2,0.0,0.0,True,True,True
mp-1009085,strict_structure_match,BeSiP2,0.0,0.0,True,True,True
mp-1009086,strict_structure_match,BeSnP2,0.021911295937499003,0.0219112959374996,False,False,True
mp-1009087,strict_structure_match,BeSiAs2,0.0,0.0,True,True,True
mp-1009088,strict_structure_match,BeGeAs2,0.0,0.0,True,True,True
mp-10091,strict_structure_match,KV(CuSe2)2,0.000778245624999,0.0,False,True,True
mp-1009130,strict_structure_match,MnN,0.015085967812499,0.0,False,True,True
mp-1009132,strict_structure_match,HoBiPd,0.0,0.0,True,True,True
mp-1009133,strict_structure_match,MnCo,0.0,0.0,True,True,True
mp-1009134,strict_structure_match,MnFe,0.09255887603448,0.0925588760344826,False,False,True
mp-10092,strict_structure_match,KCu4Se3,0.014493242812500001,0.0144932428124997,False,False,True
mp-1009238,strict_structure_match,Hf2Tl,0.0,0.0280729555555554,True,False,True
mp-10093,missing_mp_record,Sr2YbNbO6,,0.0379931847500021,,False,False
mp-10094,strict_structure_match,Tm5(ReO6)2,0.0,0.0,True,True,True
mp-1009460,strict_structure_match,Hf,0.032178136666665004,0.0442470333333346,False,False,True
mp-1009490,strict_structure_match,O2,0.0017175900000000002,0.0163168100000001,False,False,True
mp-1009504,strict_structure_match,EuZnGe,0.025009236666665,0.0250092366666665,False,False,True
mp-1009543,strict_structure_match,DyBiPd,0.0,0.0,True,True,True
mp-1009581,strict_structure_match,CrSe2,0.0,0.022424645,True,False,True
mp-1009594,strict_structure_match,Pr,0.046940603333336,0.0320393800000005,False,False,True
mp-1009641,strict_structure_match,CoTe2,0.019206191666661,0.0004117555555556,False,False,True
mp-1009654,strict_structure_match,CaGe2,0.024728010000002004,0.0211820833333336,False,False,True
mp-1009657,strict_structure_match,CaN2,0.0,0.0108470233333353,True,False,True
mp-1009730,strict_structure_match,Ca2Sn,0.010972289166666,0.029941780833333,False,False,True
mp-1009733,strict_structure_match,Ca2Si,0.0,0.0134636925000002,True,False,True
mp-1009755,strict_structure_match,Ca2Ge,0.0,0.0158432116666666,True,False,True
mp-1009756,strict_structure_match,Ca2Pb,0.014137890833334001,0.0360066933333338,False,False,True
mp-1009770,strict_structure_match,RuN,0.079167312499997,0.0944073374999998,False,False,True
mp-10098,strict_structure_match,YGeAu,0.0,0.0,True,True,True
mp-1009834,strict_structure_match,Al2Ru,0.019733673333332,0.0324395733333329,False,False,True
mp-1009839,strict_structure_match,TbAl,0.041335158125001006,0.0250328462499993,False,False,True
mp-101,strict_structure_match,Ir,0.0,0.0,True,True,True
mp-1010,strict_structure_match,MnB4,0.012702824000001,0.0175609320000003,False,False,True
mp-1010136,strict_structure_match,Cu,0.03556281,0.0357083600000001,False,False,True
mp-10103,missing_mp_record,LiYbAlF6,,0.0,,True,False
mp-10106,strict_structure_match,Ca2As,0.04712873611111,0.0433263666666667,False,False,True
mp-1010953,strict_structure_match,MgNi,0.044288365763889004,0.0382246983333334,False,False,True
mp-1011187,missing_mp_record,Tl3Bi,,0.0,,True,False
mp-10112,strict_structure_match,LaB2Ir3,0.0,0.018227074999995,True,False,True
mp-1011260,strict_structure_match,EuFeO3,0.16293005300000002,0.0401953456666621,False,False,True
mp-10113,strict_structure_match,ScBIr3,0.0,0.0688408340000013,True,False,True
mp-10114,strict_structure_match,ScB4Ir3,0.0,0.0,True,True,True
mp-1011695,strict_structure_match,Cs2Se,0.0,0.0,True,True,True
mp-1011696,strict_structure_match,Cs2Se,0.004232759166665,0.0197146874999996,False,False,True
mp-1011709,strict_structure_match,Cs2Se,0.004192514999999001,0.0200568125,False,False,True
mp-10118,strict_structure_match,Mn3B4,0.018044119047617,0.0428654909523817,False,False,True
mp-1012110,strict_structure_match,Cs,0.024368322499999002,0.0463111970689655,False,False,True
mp-1012435,strict_structure_match,PbS,0.056455185000000005,0.0564551849999999,False,False,True
mp-10125,strict_structure_match,SbIr,0.08117798062499901,0.0809761781249998,False,False,True
mp-10126,strict_structure_match,V5SiB2,0.0,0.0,True,True,True
mp-1012640,strict_structure_match,CrFeCoNi,0.06658532291666701,0.0658018540625011,False,False,True
mp-10129,strict_structure_match,TmNi4B,0.0,0.0,True,True,True
mp-10133,strict_structure_match,Sc3BPb,0.0,0.0,True,True,True
mp-1013525,strict_structure_match,VS2,0.0,0.0,True,True,True
mp-1013526,strict_structure_match,VS2,0.017861314999999,0.0172495733333342,False,False,True
mp-1013527,strict_structure_match,BeGeP2,0.0,0.0,True,True,True
mp-1013545,strict_structure_match,Ca3BiAs,0.0878332485,0.0877176934166659,False,False,True
mp-1013548,strict_structure_match,Ca3SbN,0.0,0.0,True,True,True
mp-1013549,strict_structure_match,Ba3BiN,0.056357219999997,0.0563382599999995,False,False,True
mp-1013554,strict_structure_match,Sr3PN,0.0,0.017218764775861,True,False,True
mp-1013555,strict_structure_match,Sr3AsN,0.0,0.0303672979999998,True,False,True
mp-1013557,strict_structure_match,Ba3SbN,0.055228376999998004,0.0552250790000004,False,False,True
mp-1013558,strict_structure_match,Ca3BiP,0.033826749807698,0.0622374589999994,False,False,True
mp-10136,strict_structure_match,Ti2ReB2,0.0,0.0,True,True,True
mp-1013643,strict_structure_match,Sr3BiP,0.044351434875000005,0.0443744773749998,False,False,True
mp-1013734,strict_structure_match,Ba3AsN,0.08112790405128101,0.0811074806666667,False,False,True
mp-10139,strict_structure_match,Sc3SnB,0.0,0.0082998373333333,True,False,True
mp-1013900,strict_structure_match,TiSCl,0.00955604444444,0.0016203821428568,False,False,True
mp-1014,strict_structure_match,ZrMn2,0.0023527791666690004,0.0022470341666664,False,False,True
mp-10140,strict_structure_match,Sc3TlB,0.033947740222224,0.0611817174999993,False,False,True
mp-1014013,strict_structure_match,P,0.053987197023809004,0.0450431941666664,False,False,True
mp-1014160,strict_structure_match,ZrN,0.04915273249999701,0.0491527324999996,False,False,True
mp-1014168,strict_structure_match,CsPbBr3,0.007483645000001001,0.0102237029999976,False,False,True
mp-10142,strict_structure_match,Ta3B4,0.0,0.0,True,True,True
mp-1014219,strict_structure_match,HfZn,0.008220216666664,0.010260333333333,False,False,True
mp-1014226,strict_structure_match,Zr3ZnN,0.0,0.0,True,True,True
mp-1014227,strict_structure_match,Ti2ZnN,0.0,0.0,True,True,True
mp-1014229,strict_structure_match,Ti2Zn,0.0,0.0,True,True,True
mp-1014230,strict_structure_match,TiZn,0.0,0.0005521000000001,True,False,True
mp-1014231,strict_structure_match,Hf2Zn,0.0,0.0,True,True,True
mp-1014244,strict_structure_match,ZrZnN2,0.0,0.0,True,True,True
mp-1014251,strict_structure_match,HfZnN2,0.0,0.0,True,True,True
mp-1014252,strict_structure_match,Hf3ZnN,0.0,0.0,True,True,True
mp-1014257,strict_structure_match,Ti3ZnN,0.0,0.0,True,True,True
mp-1014265,strict_structure_match,Zr2N,0.0,0.0,True,True,True
